,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,county,tractfips
131,SOMA / south beach,Open House Saturday 9/21-2PM -Bright Huge Loft - ReLISTO,3695.0,1.0,4047115731,,SF,/sfc/apa/4047115731.html,,1000.0,Sep,18,2013,,,,
132,SOMA / south beach,BRAND NEW - PENTHOUSE - AVAILABLE NOW - ReLISTO,9500.0,3.0,4046795544,,SF,/sfc/apa/4046795544.html,,1975.0,Sep,18,2013,,,,
133,SOMA / south beach,Open House 9/21 -Bright Urban Live/Work Now Available! - ReLISTO ,3695.0,1.0,4072023556,-122.401518,SF,/sfc/apa/4072023556.html,37.774384999999995,1000.0,Sep,18,2013,060750180002011,06075,San Francisco,06075018000
134,inner sunset / UCSF,Ocean View Home 2 decks! 3br + family room Close to UCSF and Mt. Sutro,4995.0,3.0,4076752227,-122.459616,SF,/sfc/apa/4076752227.html,37.756145000000004,,Sep,18,2013,060750301021012,06075,San Francisco,06075030102
135,richmond / seacliff,Edwardian Deco Building LakeDist.Top Unit,2850.0,2.0,4076756205,-122.478618,SF,/sfc/apa/4076756205.html,37.784704999999995,,Sep,18,2013,060750426012000,06075,San Francisco,06075042601
136,haight ashbury,San Francisco beautiful condo,2950.0,1.0,4076740690,-122.446774,SF,/sfc/apa/4076740690.html,37.77731,900.0,Sep,18,2013,060750157004004,06075,San Francisco,06075015700
137,USF / panhandle,Remodeled 2 Bedroom in Great Location - Walk to USF!,2750.0,1.0,4071232858,-122.45300300000001,SF,/sfc/apa/4071232858.html,37.774971,,Sep,18,2013,060750165004000,06075,San Francisco,06075016500
138,downtown / civic / van ness,You Get What You Pay For!!!,2370.0,,4075809397,-122.417402,SF,/sfc/apa/4075809397.html,37.776619000000004,,Sep,18,2013,060750176014000,06075,San Francisco,06075017601
139,inner richmond,UPDATED Inner Richmond 2BR/1BA Apartment GG Park 8th & Fulton St AVAILABLE N,2495.0,2.0,4075722058,,SF,/sfc/apa/4075722058.html,,925.0,Sep,18,2013,,,,
140,SOMA / south beach,Spacious 2BR--Perfect for Roommates--Move in: 11/7,4420.0,2.0,4075694435,,SF,/sfc/apa/4075694435.html,,1164.0,Sep,18,2013,,,,
141,mission district,"Wonderfully remodeled 1 bedroom, 1 bath in the Mission!",2795.0,1.0,4063568576,-122.41153899999999,SF,/sfc/apa/4063568576.html,37.75866,,Sep,18,2013,060750228012005,06075,San Francisco,06075022801
142,downtown / civic / van ness,Bright Corner Unit Studio in Nob Hill!,1950.0,,4026802026,-122.411942,SF,/sfc/apa/4026802026.html,37.789757,,Sep,18,2013,060750121002001,06075,San Francisco,06075012100
143,haight ashbury,"Wonderfully 1 bedroom, 1 bath in Haight-Ashbury!",2895.0,1.0,4029676067,-122.446289,SF,/sfc/apa/4029676067.html,37.76723,,Sep,18,2013,060750171011002,06075,San Francisco,06075017101
144,haight ashbury,Beautifully updated and bright apartment ,2650.0,1.0,4026763324,-122.448475,SF,/sfc/apa/4026763324.html,37.769284000000006,,Sep,18,2013,060750166002004,06075,San Francisco,06075016600
145,SOMA / south beach,Flat off of 9th and Mission w/ Parking Available,2500.0,1.0,4036092405,-122.41471100000001,SF,/sfc/apa/4036092405.html,37.776231,800.0,Sep,18,2013,060750176013007,06075,San Francisco,06075017601
146,richmond / seacliff,Elegant and Immaculate 4bd single family home  ~ J.Wavro,10995.0,4.0,4074718526,-122.488059,SF,/sfc/apa/4074718526.html,37.788682,,Sep,17,2013,060750428002002,06075,San Francisco,06075042800
147,nob hill,CEO-Style Pied-a-terre w/views + Concierge-$1000 move in.,3600.0,1.0,4074703509,,SF,/sfc/apa/4074703509.html,,675.0,Sep,17,2013,,,,
148,SOMA / south beach,Modern Corner 2/2 with Panoramic City Views ~ J.Wavro,7500.0,2.0,4074715626,-122.39275,SF,/sfc/apa/4074715626.html,37.778852,,Sep,17,2013,060750180001011,06075,San Francisco,06075018000
149,nob hill, Upscal Nob Hill one bedroom with parking ~ J.Wavro,3200.0,1.0,4074712503,-122.41447,SF,/sfc/apa/4074712503.html,37.793223,,Sep,17,2013,060750112002002,06075,San Francisco,06075011200
150,russian hill,Russian Hill One bedroom with valet parking ~ J.Wavro,4300.0,1.0,4074710423,-122.415572,SF,/sfc/apa/4074710423.html,37.79868,,Sep,17,2013,060750103003005,06075,San Francisco,06075010300
151,pacific heights,3bd/2.5ba Townhome Doorman building ~ J.Wavro,5675.0,3.0,4074706799,-122.424687,SF,/sfc/apa/4074706799.html,37.785334999999996,,Sep,17,2013,060750159001000,06075,San Francisco,06075015900
152,SOMA / south beach,Large 1200+ sq. ft. 1 Bedroom Condo w/ Amenities ~ J.Wavro,4200.0,1.0,4074691402,-122.407871,SF,/sfc/apa/4074691402.html,37.782751,,Sep,17,2013,060750176011007,06075,San Francisco,06075017601
153,SOMA / south beach,"Infinity 1 Bedroom w/ Parking, Amenities ~ J.Wavro",3900.0,1.0,4074688032,-122.39185800000001,SF,/sfc/apa/4074688032.html,37.789369,,Sep,17,2013,060750615003010,06075,San Francisco,06075061500
154,russian hill,3 bedroom Russian Hill Flat with Breathtaking Views! ~ J.Wavro,6000.0,3.0,4074685981,-122.41576200000002,SF,/sfc/apa/4074685981.html,37.799616,,Sep,17,2013,060750103003001,06075,San Francisco,06075010300
155,SOMA / south beach,Furnshed or Unfurnished! 1BR plus den/guest bedroom.1045 sf ~ J.Wavro,3750.0,1.0,4074680643,-122.391121,SF,/sfc/apa/4074680643.html,37.777553000000005,,Sep,17,2013,060750607003003,06075,San Francisco,06075060700
156,cole valley / ashbury hts,Completely remodeled 2 bedroom Victorian ~ J.Wavro,3500.0,2.0,4074677049,-122.44801299999999,SF,/sfc/apa/4074677049.html,37.767007,,Sep,17,2013,060750171013005,06075,San Francisco,06075017101
157,lower nob hill,Open House:  Charming & Bright 1BR-1BA on Pine & Jones (No Pets),2300.0,1.0,4076452844,-122.41391599999999,SF,/sfc/apa/4076452844.html,37.790463,,Sep,18,2013,060750119012000,06075,San Francisco,06075011901
158,haight ashbury,"*OPEN HOUSE SATURDAY, SEPT 21 @ 1-3 * 1 BLOCK 2 HAIGHT BUS SHOP SHUTTL",2850.0,1.0,4076452733,-122.442423,SF,/sfc/apa/4076452733.html,37.771541,,Sep,18,2013,060750166001001,06075,San Francisco,06075016600
159,sunset / parkside,Furnished Sunny Remodeled 2BR Ocean House Monthly/LongTerm,3550.0,2.0,4076277651,-122.49618000000001,SF,/sfc/apa/4076277651.html,37.744021000000004,1300.0,Sep,18,2013,060750353001006,06075,San Francisco,06075035300
160,richmond / seacliff,VIRTUAL TOUR! 4 bed / 3 ba - 2820 Balboa St,5095.0,4.0,4076383341,-122.48896,SF,/sfc/apa/4076383341.html,37.776097,,Sep,18,2013,060750478013005,06075,San Francisco,06075047801
161,excelsior / outer mission,"++OPEN HOUSE THURS 9/19++ Spacious Two Story home in Outer Mission close to 280,",2995.0,3.0,4076357658,,SF,/sfc/apa/4076357658.html,,1400.0,Sep,18,2013,,,,
162,SOMA / south beach,AMAZING views!  FANTASTIC finishes! The BEST studio in SF!  COME SEE!,2666.0,,4075329292,-122.41718200000001,SF,/sfc/apa/4075329292.html,37.776286999999996,476.0,Sep,18,2013,060750176014002,06075,San Francisco,06075017601
163,SOMA / south beach,34th Floor Corner 2bedroom w/ $0 deposit and Bay view!*,5895.0,2.0,4075388269,,SF,/sfc/apa/4075388269.html,,1166.0,Sep,18,2013,,,,
164,inner sunset / UCSF, Huge Bright Spacious Contemporary 4BR 3.5BA  Close to UCSF  ,5200.0,4.0,4075374409,,SF,/sfc/apa/4075374409.html,,2225.0,Sep,18,2013,,,,
165,richmond / seacliff,Upscale Finishes 2+br Condo with Ocean Views ~ J.Wavro,3625.0,2.0,4075383786,-122.41942,SF,/sfc/apa/4075383786.html,37.77493,,Sep,18,2013,060750201001001,06075,San Francisco,06075020100
166,pacific heights,"Amazing two-level, 4 bedroom flat - 2 parking ~ J.Wavro",11000.0,4.0,4075377246,-122.43126299999999,SF,/sfc/apa/4075377246.html,37.792889,,Sep,18,2013,060750132001006,06075,San Francisco,06075013200
167,USF / panhandle,Bright Spacious Huge 7BR 4.5BA in Exclusive Lone Mountain  Walk to USF,8900.0,7.0,4075376145,,SF,/sfc/apa/4075376145.html,,3000.0,Sep,18,2013,,,,
168,bernal heights,"Comfortable 2 bedroom, 1.5 bathroom townhouse with modern layout.",2800.0,2.0,4068117463,-122.41251000000001,SF,/sfc/apa/4068117463.html,37.733936,1048.0,Sep,18,2013,060750254032001,06075,San Francisco,06075025403
169,nob hill,Clubby + Contemporary in Concierge bldg w/views - $1K move-in,3550.0,1.0,4053913365,,SF,/sfc/apa/4053913365.html,,675.0,Sep,18,2013,,,,
170,lower nob hill,Move-in this month! 30 day satisfaction guaranteed,3135.0,1.0,4074205244,,SF,/sfc/apa/4074205244.html,,730.0,Sep,17,2013,,,,
171,USF / panhandle,Large 1 BR- eat in kitchen-walk in closets-private deck!,2600.0,1.0,4074210048,-122.452749,SF,/sfc/apa/4074210048.html,37.777902000000005,,Sep,17,2013,060750157003010,06075,San Francisco,06075015700
172,financial district,TOP FLOOR LUXURY LIVING IN SOMAS HOTTEST ADDRESS *FREE PARKING*,5570.0,2.0,4074195765,,SF,/sfc/apa/4074195765.html,,1130.0,Sep,17,2013,,,,
173,SOMA / south beach,AzariPM: FULLY-FURNISHED - South Beach/PORTSIDE Condo At Its Finest! Excellent L,4799.0,2.0,4074162150,,SF,/sfc/apa/4074162150.html,,1088.0,Sep,17,2013,,,,
174,SOMA / south beach,We're Very Excited To Announce That Channel Mission Bay Is NOW LEASING,3124.0,,4074204343,,SF,/sfc/apa/4074204343.html,,549.0,Sep,17,2013,,,,
175,lower nob hill,Great Lower Nob Hill Studio! Sunny & Quiet!,1925.0,,4065903405,-122.41709399999999,SF,/sfc/apa/4065903405.html,37.787188,,Sep,17,2013,060750120002001,06075,San Francisco,06075012000
176,castro / upper market,SUNNY STUDIO! Great Kitchen & Living Space! PET FRIENDLY!,2095.0,,4030101372,-122.424853,SF,/sfc/apa/4030101372.html,37.770748,,Sep,17,2013,060750168023004,06075,San Francisco,06075016802
177,nob hill,2 STUDIOS AVAILABLE IN THE HEART OF SF! CALL TODAY!,2245.0,,4044463435,-122.408902,SF,/sfc/apa/4044463435.html,37.790726,,Sep,17,2013,060750119021001,06075,San Francisco,06075011902
178,downtown / civic / van ness,NEMA - Brand New Luxury Apartments - Now Leasing!,2431.0,,4074148955,-122.417501,SF,/sfc/apa/4074148955.html,37.776540999999995,,Sep,17,2013,060750176014001,06075,San Francisco,06075017601
179,inner sunset / UCSF,Rentals In SF / HUGE house - 3 bedrooms 3 baths + 3 bonus rooms!,4395.0,3.0,4036558425,-122.47488700000001,SF,/sfc/apa/4036558425.html,37.746827,2154.0,Sep,18,2013,060750304003008,06075,San Francisco,06075030400
180,castro / upper market,Rentals In SF / Updated one bedroom condo with bamboo floors! PICS,3495.0,1.0,4060860020,-122.440168,SF,/sfc/apa/4060860020.html,37.762187,756.0,Sep,18,2013,060750204013001,06075,San Francisco,06075020401
181,alamo square / nopa,"PENTHOUSE VIEWS, FABULOUS APARTMENT, GREAT LOCATION, MAKE OFFER",4475.0,1.0,4076106866,-122.439254,SF,/sfc/apa/4076106866.html,37.770025,725.0,Sep,18,2013,060750167003004,06075,San Francisco,06075016700
182,lower nob hill,"Top Floor Condo, 2 Bedroom/2 Bathroom including Parking ",4075.0,2.0,4044271491,,SF,/sfc/apa/4044271491.html,,,Sep,18,2013,,,,
183,richmond / seacliff,Exquisite 3 Story House with Yard & Parking ~ J.Wavro,6950.0,5.0,4076125674,-122.483255,SF,/sfc/apa/4076125674.html,37.774485999999996,,Sep,18,2013,060750477021001,06075,San Francisco,06075047702
184,pacific heights,Modern 4 bed town home - spectacular design ~ J.Wavro,10995.0,4.0,4076120335,-122.44558899999998,SF,/sfc/apa/4076120335.html,37.788364,,Sep,18,2013,060750133002007,06075,San Francisco,06075013300
185,inner richmond,"$2700/2bedrooms, 800+ft, 155, 20 Avenue, Apt.4 Lake/California",,,4076087817,,SF,/sfc/apa/4076087817.html,,,Sep,18,2013,,,,
186,mission district,Brand New - 2 bedroom 2 bath - Full Floor Flat  ~ J.Wavro,4800.0,2.0,4076114906,-122.418403,SF,/sfc/apa/4076114906.html,37.76676,,Sep,18,2013,060750201003004,06075,San Francisco,06075020100
187,SOMA / south beach,"3 bed+Den, 3 bath - Mission Bay Townhome w Private Unit Entrance",7500.0,3.0,4076047293,,SF,/sfc/apa/4076047293.html,,2400.0,Sep,18,2013,,,,
188,laurel hts / presidio,"Luxuriously remodeled 3 bed, 1.5 bath home",5195.0,3.0,4076041116,-122.44524399999999,SF,/sfc/apa/4076041116.html,37.786657,,Sep,18,2013,060750154001001,06075,San Francisco,06075015400
189,mission district,"Single family home plus detached Jr. 1bd, 3.5 baths ~ J.Wavro",6000.0,4.0,4076103265,-122.41022,SF,/sfc/apa/4076103265.html,37.754341,,Sep,18,2013,060750229021000,06075,San Francisco,06075022902
190,SOMA / south beach,Showing this Sunday! Amazing Penthouse At the Bridgeview Building!!,5995.0,2.0,4075515455,,SF,/sfc/apa/4075515455.html,,,Sep,18,2013,,,,
191,SOMA / south beach,Stylish Studio with Loft in Near Downtown SF!,2700.0,,4075580805,-122.409709,SF,/sfc/apa/4075580805.html,37.780181,565.0,Sep,18,2013,060750176012003,06075,San Francisco,06075017601
192,sunset / parkside,"Grand Remodel, Luxury Finishes, Spacious and Bright-FOUNDATION",4800.0,3.0,4060661115,,SF,/sfc/apa/4060661115.html,,,Sep,18,2013,,,,
193,laurel hts / presidio,"Great Space, Great Location! - 4 bed 3 bath flat ~ J.Wavro",9500.0,4.0,4075634128,-122.452126,SF,/sfc/apa/4075634128.html,37.788437,,Sep,18,2013,060750133004008,06075,San Francisco,06075013300
194,SOMA / south beach,"Ultimate SOMA Loft, Ground Floor",5250.0,,4075357563,-122.40938700000001,SF,/sfc/apa/4075357563.html,37.777977,2000.0,Sep,18,2013,060750178021010,06075,San Francisco,06075017802
195,pacific heights,2BR/2BA Top Floor of Victorian Mansion Open Wed 5:45pm,4495.0,2.0,4075527210,,SF,/sfc/apa/4075527210.html,,,Sep,18,2013,,,,
196,downtown / civic / van ness,Large One Bedroom! W/D in Every Home!!! Parking Available!!,3404.0,1.0,4075621852,-122.417501,SF,/sfc/apa/4075621852.html,37.776540999999995,822.0,Sep,18,2013,060750176014001,06075,San Francisco,06075017601
197,SOMA / south beach,Furnished Luxury Loft with amazing location in South Beach,5400.0,2.0,4040624538,,SF,/sfc/apa/4040624538.html,,,Sep,18,2013,,,,
198,SOMA / south beach,Fabolous luxury condo at Millennium now for rent,8000.0,2.0,4023377088,,SF,/sfc/apa/4023377088.html,,,Sep,18,2013,,,,
199,lower pac hts,"2000 Post III, Large Studio now  with w/d",2721.0,,4075570789,-122.435675,SF,/sfc/apa/4075570789.html,37.784944,567.0,Sep,18,2013,060750155002002,06075,San Francisco,06075015500
200,potrero hill,Modern 2-Level 2Bed/2bath Sierra Heights Condo,4350.0,2.0,4076743833,-122.395381,SF,/sfc/apa/4076743833.html,37.758338,1000.0,Sep,18,2013,060750614002007,06075,San Francisco,06075061400
201,richmond / seacliff,"$3,450 - 3 BED RM - RICHMOND / SEACLIFF DIST. - CORNER BUILDING ",3450.0,3.0,4068504928,-122.476307,SF,/sfc/apa/4068504928.html,37.782406,,Sep,18,2013,060750426021003,06075,San Francisco,06075042602
202,lower nob hill,THIS IS YOUR NEW APARTMENT!!Brand new renovation!!SUNNY!Great location,2195.0,,4076677500,,SF,/sfc/apa/4076677500.html,,,Sep,18,2013,,,,
203,lower pac hts,"Open House Sat, 9/21 12pm-4pm (2br, 1ba + garage)",3500.0,2.0,4076730011,-122.43346000000001,SF,/sfc/apa/4076730011.html,37.787021,1078.0,Sep,18,2013,060750152003006,06075,San Francisco,06075015200
204,lower pac hts,Awesome Studio Oct. 1st Only at Post III with W/D,2721.0,,4076714881,,SF,/sfc/apa/4076714881.html,,557.0,Sep,18,2013,,,,
205,pacific heights,Spectacular Bay&City View/Doorman/2Park/Sm Pet/Corner Luxury Condo,6500.0,2.0,4076617601,-122.42998899999999,SF,/sfc/apa/4076617601.html,37.794895000000004,1400.0,Sep,18,2013,060750131022002,06075,San Francisco,06075013102
206,nob hill,Trophy San Francisco Apartment- Remodeled Studio,2150.0,,4076647321,,SF,/sfc/apa/4076647321.html,,,Sep,18,2013,,,,
207,downtown / civic / van ness,Studio w/ Sleeping Loft Downtown! #104,1675.0,,4075739945,-122.41282700000001,SF,/sfc/apa/4075739945.html,37.785087,,Sep,18,2013,060750123011005,06075,San Francisco,06075012301
208,ingleside / SFSU / CCSF,High Rise Available Now! Renovated!,2685.0,1.0,4075773139,,SF,/sfc/apa/4075773139.html,,,Sep,18,2013,,,,
209,SOMA / south beach,Within Walking Distance of Public Transportation,2930.0,1.0,4075785618,-122.3971,SF,/sfc/apa/4075785618.html,37.7621,,Sep,18,2013,060750227022005,06075,San Francisco,06075022702
210,downtown / civic / van ness,Jr/One with Parking Available,2300.0,1.0,4075784551,-122.42200600000001,SF,/sfc/apa/4075784551.html,37.782044,,Sep,18,2013,060750160001010,06075,San Francisco,06075016000
211,nob hill,HURRY!! in Can make into a 2BR!!Sunny!In amazing location,2645.0,1.0,4075710622,,SF,/sfc/apa/4075710622.html,,,Sep,18,2013,,,,
212,richmond / seacliff,Large Studio for Rent,1500.0,,4075782266,-122.492232,SF,/sfc/apa/4075782266.html,37.779747,,Sep,18,2013,060750478013003,06075,San Francisco,06075047801
213,SOMA / south beach,"Air-conditioning?  Pool? Dog Grooming Station?  YES, WE HAVE IT!",3124.0,,4075687503,-122.389927,SF,/sfc/apa/4075687503.html,37.773886,549.0,Sep,18,2013,060750607001028,06075,San Francisco,06075060700
214,north beach / telegraph hill,Two Bedroom Two Bath W/Pkg. Unfurnished North Waterfront,5000.0,2.0,4075774990,,SF,/sfc/apa/4075774990.html,,,Sep,18,2013,,,,
215,sunset / parkside,Sunset 38th Ave.  4 BR open house this coming Sunday,4200.0,4.0,4075774637,-122.49593999999999,SF,/sfc/apa/4075774637.html,37.740590000000005,,Sep,18,2013,060750353002008,06075,San Francisco,06075035300
216,russian hill,"$3,300---BEautiful, Sunny 1 Bed/1 Bath---Parking & W/D on site",3300.0,1.0,4075600030,-122.422243,SF,/sfc/apa/4075600030.html,37.794037,,Sep,18,2013,060750110003004,06075,San Francisco,06075011000
217,nob hill,Great City Living  with Sunny Spacious Patio,2600.0,1.0,4074664839,,SF,/sfc/apa/4074664839.html,,700.0,Sep,17,2013,,,,
218,sunset / parkside,New 2 bedroom and 1 bathroom in-law apartment for rent,1550.0,2.0,4074667013,-122.498972,SF,/sfc/apa/4074667013.html,37.753248,,Sep,17,2013,060750351006003,06075,San Francisco,06075035100
219,pacific heights,Large Pacific Heights one bedroom one bath with views ~ J.Wavro,4700.0,1.0,4074671745,-122.431634,SF,/sfc/apa/4074671745.html,37.794684000000004,,Sep,17,2013,060750132001000,06075,San Francisco,06075013200
220,inner sunset / UCSF,Beautiful 4 bed/3bath with panoramic view ,5500.0,4.0,4061343857,-122.47059499999999,SF,/sfc/apa/4061343857.html,37.748869,2448.0,Sep,17,2013,060750303023014,06075,San Francisco,06075030302
221,bernal heights,Charming furnished pied-a-terre. Easy downtown SF and Peninsula ~ J.Wa,3500.0,1.0,4074667250,-122.41455900000001,SF,/sfc/apa/4074667250.html,37.738881,,Sep,17,2013,060750254021000,06075,San Francisco,06075025402
222,SOMA / south beach,Beautiful 2 BR Loft Style Apartment at Mint Plaza in SOMA ,4300.0,2.0,4068497160,-122.407859,SF,/sfc/apa/4068497160.html,37.782740999999994,830.0,Sep,17,2013,060750176015004,06075,San Francisco,06075017601
223,SOMA / south beach,Beautiful 1br Loft Style Apartment in SOMA ,3500.0,1.0,4012054934,-122.407859,SF,/sfc/apa/4012054934.html,37.782740999999994,700.0,Sep,17,2013,060750176015004,06075,San Francisco,06075017601
224,castro / upper market,Gorgeous furnished townhouse with private elevator ~ J.Wavro,10000.0,3.0,4074657766,-122.428202,SF,/sfc/apa/4074657766.html,37.759692,,Sep,17,2013,060750206001009,06075,San Francisco,06075020600
225,north beach / telegraph hill,Villa North Beach condo - 2 car parking-large patio-new kitchen-floors,5800.0,3.0,4074655113,,SF,/sfc/apa/4074655113.html,,,Sep,17,2013,,,,
226,glen park,Exquisite Furnished home.  ~ J.Wavro,9750.0,4.0,4074652251,-122.428977,SF,/sfc/apa/4074652251.html,37.736388,,Sep,17,2013,060750218003005,06075,San Francisco,06075021800
227,SOMA / south beach,SUNNY South Beach condo with Water Views & Bay Bridge Views ,5495.0,2.0,4065923256,-122.39028,SF,/sfc/apa/4065923256.html,37.788104,,Sep,18,2013,060750615004011,06075,San Francisco,06075061500
228,richmond / seacliff,new clean sunlighted convenient,1680.0,1.0,4076415478,-122.508958,SF,/sfc/apa/4076415478.html,37.773309000000005,700.0,Sep,18,2013,060750479015007,06075,San Francisco,06075047901
229,russian hill,Short Term Executive Housing,,,4076192265,,SF,/sfc/apa/4076192265.html,,,Sep,18,2013,,,,
230,SOMA / south beach,Within Walking Distance of Public Transportation,4570.0,2.0,4076415074,-122.3971,SF,/sfc/apa/4076415074.html,37.7621,,Sep,18,2013,060750227022005,06075,San Francisco,06075022702
