neighborhood,title,price,bedrooms,pid,longitude,date,link,latitude,sqft,sourcepage
 (russian hill),Beautiful and Spacious 1 bedroom,$3359,   / 1br -    ,4044237990,-122.419420,Sep  3 2013,/sfc/apa/4044237990.html,37.774930,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (richmond / seacliff),"Spacious 1BR/1BA off Spreckels Lake, 36th Ave/Fulton for rent",$1900,   / 1br -    ,4017555781,-122.495972,Sep  3 2013,/sfc/apa/4017555781.html,37.772032,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (lower nob hill),Great Studio - steps away from fabulous Polk Gulch,$2255,   / 415ft² -    ,4044351358,,Sep  3 2013,/sfc/apa/4044351358.html,,   / 415ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (SOMA / south beach),One Hawthorne: Furnished or Unfurnished,$7500,   / 2br - 1330ft² -    ,4044258625,,Sep  3 2013,/sfc/apa/4044258625.html,,   / 2br - 1330ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (ingleside / SFSU / CCSF),Huge 3x2.5 Townhome Coming Available Soon!,$4173,   / 3br - 1391ft² -    ,4044304698,-122.475223,Sep  3 2013,/sfc/apa/4044304698.html,37.720865,   / 3br - 1391ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (SOMA / south beach),Perfect For Pets,$3274,   / 1br - 758ft² -    ,4044298023,-122.389841,Sep  3 2013,/sfc/apa/4044298023.html,37.774141,   / 1br - 758ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (nob hill),Trophy San Francisco Apartment- Remodeled Studio,$2150,      ,4041541742,,Sep  4 2013,/sfc/apa/4041541742.html,,      ,http://sfbay.craigslist.org/sfc/apa/
 (marina / cow hollow),2 Bedroom Full Floor Marina Flat,$4895,   / 2br - 1250ft² -    ,4046684650,-122.443223,Sep  4 2013,/sfc/apa/4046684650.html,37.801838,   / 2br - 1250ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (north beach / telegraph hill),Beautiful Remodeled Top Floor One Bedroom with Panoramic Views of the ,$3450,   / 1br -    ,4017601951,-122.405834,Sep  4 2013,/sfc/apa/4017601951.html,37.799901,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (richmond / seacliff),"Upscale Furnished In-Law, Short-Term, Private Entrance, Garden Views",$1550,   / 1br -    ,4046675445,,Sep  4 2013,/sfc/apa/4046675445.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (financial district),ENJOY THE BEST OF LUXURY LIVING FROM THIS GREAT 2BR APARTMENT!,$5570,   / 2br - 1130ft² -    ,4046664288,-122.250000,Sep  4 2013,/sfc/apa/4046664288.html,37.500000,   / 2br - 1130ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (downtown / civic / van ness),Amazing 1bed/1 Bath Loft Available for Immediate Move-In!,$2750,   / 1br -    ,4046644487,,Sep  4 2013,/sfc/apa/4046644487.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (SOMA / south beach),21st Floor 1bedroom w/ $0 deposit and Bay view!*,$3475,   / 1br - 730ft² -    ,4035854896,-122.402025,Sep  4 2013,/sfc/apa/4035854896.html,37.786248,   / 1br - 730ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),New 2bdrm 2 bath! Upgraded! Great for an office or to share! 10/9,$4319,   / 2br - 1211ft² -    ,4045928907,-122.392723,Sep  4 2013,/sfc/apa/4045928907.html,37.788687,   / 2br - 1211ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (north beach / telegraph hill),Pet friendly 1BR near the foot of Telegraph Hill,$2750,   / 1br - 652ft² -    ,4045905939,,Sep  4 2013,/sfc/apa/4045905939.html,,   / 1br - 652ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (marina / cow hollow),SPACIOUS MARINA GREEN HOME! VIEWS! GARAGE! 3 BED/3.5 BATH!,$10500,   / 3br -    ,4029390537,,Sep  4 2013,/sfc/apa/4029390537.html,,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (richmond / seacliff),"Full top flat Parking, Storage, outdoors area ",$3900,   / 2br -    ,4045893668,-122.485262,Sep  4 2013,/sfc/apa/4045893668.html,37.772520,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (twin peaks / diamond hts),Stunning Twin Peaks View One Bedroom,$2395,   / 1br -    ,4045916238,-122.445496,Sep  4 2013,/sfc/apa/4045916238.html,37.750741,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),"Corner Luxury Furnished Condo at The Towers!  DAWN CUSULOS, AMSI",$6700,   / 2br - 1175ft² -    ,4018698252,,Sep  4 2013,/sfc/apa/4018698252.html,,   / 2br - 1175ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (downtown / civic / van ness),"CITY LIVING FURNISHED 1 BED 1 BATH! PARKING! DAWN CUSULOS, AMSI",$3200,   / 1br -    ,4006645993,,Sep  4 2013,/sfc/apa/4006645993.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),Completely Remodeled SOMA Studio Apartment,$1500,      ,4012956112,-122.410707,Sep  4 2013,/sfc/apa/4012956112.html,37.778542,      ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (sunset / parkside),Large 2 Story 3 Bedroom 3 Bath Townhouse,$3750,   / 3br -    ,4012922377,-122.497903,Sep  4 2013,/sfc/apa/4012922377.html,37.753296,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),825sqft 1bdrm! Tons of closet space and large bedroom. 9/19,$3396,   / 1br - 825ft² -    ,4046382484,-122.250000,Sep  4 2013,/sfc/apa/4046382484.html,37.500000,   / 1br - 825ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (sunset / parkside),"Sunset-Upper level Home 3 bedroom, 2 bath",$2850,   / 3br - 1100ft² -    ,4029497156,-122.501335,Sep  4 2013,/sfc/apa/4029497156.html,37.742723,   / 3br - 1100ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (portola district),"4 BEDROOM HOUSE, STUDENTS WELCOME",$3199,   / 4br - 1300ft² -    ,4012659019,-122.398210,Sep  4 2013,/sfc/apa/4012659019.html,37.735206,   / 4br - 1300ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (pacific heights),One Bedroom With Parking Included,$2800,   / 1br -    ,4046336174,-122.438056,Sep  4 2013,/sfc/apa/4046336174.html,37.789326,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (laurel hts / presidio),"OPEN HOUSE!!! 5-6 pm Sept. 5th Remodeled 3 bed, 1.5 bath",$5400,   / 3br -    ,4046323901,-122.445244,Sep  4 2013,/sfc/apa/4046323901.html,37.786657,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (laurel hts / presidio),Spacious One Bedroom in Edwardian,$2600,   / 1br -    ,4043972020,-122.448656,Sep  3 2013,/sfc/apa/4043972020.html,37.787977,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),2br/1bath; Great Neighborhood!,$3585,   / 2br - 820ft² -    ,4044080807,-122.425057,Sep  3 2013,/sfc/apa/4044080807.html,37.795527,   / 2br - 820ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (north beach / telegraph hill),Two Bedroom Two Bath W/Pkg. Unfurnished North Waterfront,$5000,   / 2br -    ,3987219075,-122.403349,Sep  3 2013,/sfc/apa/3987219075.html,37.804030,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (north beach / telegraph hill),Two Bedroom Two Bath W/pkg. North Waterfront Furnished,$4500,   / 2br -    ,4024718380,-122.403349,Sep  3 2013,/sfc/apa/4024718380.html,37.804030,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (north beach / telegraph hill),Two Bedroom Two Bath W/pkg. North Waterfront Furnished,$4500,   / 2br -    ,4033977353,-122.403349,Sep  3 2013,/sfc/apa/4033977353.html,37.804030,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (twin peaks / diamond hts),Twin peaks - Single family home ,$4700,   / 4br -    ,4043914629,-122.446206,Sep  3 2013,/sfc/apa/4043914629.html,37.747117,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),"Amazing Bay views, bright and completely remodeled 2-bed 2-bath apt",$5125,   / 2br -    ,4022746813,-122.425697,Sep  3 2013,/sfc/apa/4022746813.html,37.794508,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),"Contemporary 3-level townhouse with 4 beds and 2.5 baths, parking incl",$12950,   / 4br -    ,4022740218,-122.445095,Sep  3 2013,/sfc/apa/4022740218.html,37.788454,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (marina / cow hollow),ID#1344: Cw Hlw Bright 2BR FLAT w/Lndry Rm,$4200,   / 2br -    ,4044537068,-122.427541,Sep  3 2013,/sfc/apa/4044537068.html,37.799485,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (USF / panhandle),2 Br Edwardian Light Filled w/2 car park (USF / panhandle),$3950,   / 2br - 1400ft² -    ,4044558114,,Sep  3 2013,/sfc/apa/4044558114.html,,   / 2br - 1400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (nob hill),Sweet Apt. with Free Valet Parking!,$3500,   / 1br -    ,4044452826,,Sep  3 2013,/sfc/apa/4044452826.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (russian hill),"Fabulous 1BR/1BA w/Bay Bridge View, Fireplace and 24 hour Valet Pa",$4300,   / 1br -    ,4044453664,,Sep  3 2013,/sfc/apa/4044453664.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),ID#1240: SOMA 2BR/2BA View Condo w/Pkg,$4500,   / 2br -    ,4044531106,-122.391180,Sep  3 2013,/sfc/apa/4044531106.html,37.787455,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Discover Soma's Hottest New Address!  Rent Now Before They're Gone!,$5215,   / 2br - 1135ft² -    ,4044512292,-122.389841,Sep  3 2013,/sfc/apa/4044512292.html,37.774175,   / 2br - 1135ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (inner richmond),ID#1259: Rmldld 3+BR/2BA Flat w/Bkyd & 2-Pkg,$4500,   / 3br -    ,4044535503,-122.484261,Sep  3 2013,/sfc/apa/4044535503.html,37.773522,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (lower nob hill),Live in the heart of San Francisco! Large 1 BR!,$2725,   / 1br - 730ft² -    ,4044520093,,Sep  3 2013,/sfc/apa/4044520093.html,,   / 1br - 730ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (portola district),One bedroom apartment available..,$1890,   / 1br - 700ft² -    ,4044843487,-122.403102,Sep  3 2013,/sfc/apa/4044843487.html,37.726433,   / 1br - 700ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (russian hill),Gorgeous View....Perfect Location,$4300,   / 1br -    ,4033253765,,Sep  3 2013,/sfc/apa/4033253765.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (russian hill),Total Remodel...SERIOUS VIEWS...Call 415-465-0119,$8500,   / 2br -    ,4008986420,,Sep  3 2013,/sfc/apa/4008986420.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (pacific heights),GREAT VIEWS...Heart of Pac Heights...2 car pk,$7000,   / 3br - 2100ft² -    ,4044865070,,Sep  3 2013,/sfc/apa/4044865070.html,,   / 3br - 2100ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (pacific heights),Amazing Full Floor Home-Like One Bedroom,$3495,   / 1br - 1100ft² -    ,4016764156,-122.446258,Sep  3 2013,/sfc/apa/4016764156.html,37.790981,   / 1br - 1100ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (russian hill),Russian Hill Beautiful Sunny Remodeled Open House 9/8 Sun 2:00-3:00,$2850,   / 1br -    ,4035498390,-122.414681,Sep  3 2013,/sfc/apa/4035498390.html,37.802621,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (north beach / telegraph hill),North Beach Beautiful Sunny Remodeled Open House 9/8 Sunday 2-3:00,$2850,   / 1br -    ,4035484617,-122.761230,Sep  3 2013,/sfc/apa/4035484617.html,37.592472,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (tenderloin),Modern Stylish Upgraded Studio! Showing Wednesday!,$1975,      ,4031513444,-122.415128,Sep  3 2013,/sfc/apa/4031513444.html,37.781702,      ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (SOMA / south beach),X-Large Studio With Stadium View ,$3124,   / 607ft² -    ,4045592777,-122.389970,Sep  4 2013,/sfc/apa/4045592777.html,37.774192,   / 607ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (pacific heights),Spectacular Views from Every Room/Hi Luxury Corner/2pk/Doorman/Sm Pet,$6500,   / 2br - 1400ft² -    ,4045526334,-122.429989,Sep  4 2013,/sfc/apa/4045526334.html,37.794895,   / 2br - 1400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (richmond / seacliff),Updated Top Floor One Bedroom,$2195,   / 1br -    ,4045600179,-122.478450,Sep  4 2013,/sfc/apa/4045600179.html,37.782384,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (Sausalito),Fully Furnished and New,$4500,   / 2br - 1175ft² -    ,4045592541,,Sep  4 2013,/sfc/apa/4045592541.html,,   / 2br - 1175ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (inner sunset / UCSF),Beautiful Luxury Contemporary 4BR 3.5 BA ,$5280,   / 4br - 2225ft² -    ,4045563140,-122.477680,Sep  4 2013,/sfc/apa/4045563140.html,37.756061,   / 4br - 2225ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (mission district),"5 Room Flat,remodeled kitchen & bath & Private Garage",$3900,   / 2br -    ,4045590263,-122.420548,Sep  4 2013,/sfc/apa/4045590263.html,37.764632,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (laurel hts / presidio),4br/3.5ba ►OPEN HOME THURSDAY ►RENOVATED SINGLE FAMILY HOME! ,$8999,   / 4br - 2600ft² -    ,4011925868,-122.447981,Sep  4 2013,/sfc/apa/4011925868.html,37.784018,   / 4br - 2600ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (marina / cow hollow),3br/2.5ba ►Remodeled Owners VIEW penthouse Condo! ►Furn/Unfurn ,$11999,   / 3br - 2735ft² -    ,4029363456,-122.440798,Sep  4 2013,/sfc/apa/4029363456.html,37.798324,   / 3br - 2735ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (Mission District),LIVE IN A 1BR 1.5BA UNIT IN THE VIBRANT VALENCIA CORRIDOR.,$3100,   / 1br -    ,4044325699,-122.420998,Sep  3 2013,/sfc/apa/4044325699.html,37.763387,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow),ID#860: Cw Hlw 4BR/3.5BA 3-Lvl Twnhse w/Bkyd &Pkg,$9650,   / 4br -    ,4044306969,-122.444703,Sep  3 2013,/sfc/apa/4044306969.html,37.795917,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow),ID#1401: Enchanting 4BR/2BA Marina HOUSE w/Lush Bckyrd & 2-Car Garage,$9750,   / 4br -    ,4044298626,-122.434044,Sep  3 2013,/sfc/apa/4044298626.html,37.803986,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (castro / upper market),"Renovated 1BR, Deck, Internet, Scoot, Water/Heat/Garbage/Recycle Incl.",$3300,   / 1br -    ,4044298317,-122.433074,Sep  3 2013,/sfc/apa/4044298317.html,37.764196,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (pacific heights),ID#546: Modern 4BR/2.5BA 3-Level Townhouse w/Zen Garden & Parking,$12950,   / 4br - 2600ft² -    ,4044291037,-122.444882,Sep  3 2013,/sfc/apa/4044291037.html,37.788452,   / 4br - 2600ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (pacific heights),ID#546: Modern 4BR/2.5BA 3-Level Townhouse w/Zen Garden & Parking,$12950,   / 4br - 2600ft² -    ,4044288536,-122.444882,Sep  3 2013,/sfc/apa/4044288536.html,37.788452,   / 4br - 2600ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (USF / panhandle),"Bright, Top Floor, 2Br/1Ba, Private Garage, 1 Block to USF",$3500,   / 2br - 800ft² -    ,4044306693,-122.449517,Sep  3 2013,/sfc/apa/4044306693.html,37.774460,   / 2br - 800ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (SOMA / south beach),Look No Further! This Studio Apartment Is Perfect For You!,$2205,      ,4046650466,-122.397969,Sep  4 2013,/sfc/apa/4046650466.html,37.775941,      ,http://sfbay.craigslist.org/sfc/apa/
 (pacific heights),"View of Alcatraz, 1x1 avail 09/25/2013, $2599.00 ",,     ,4046610813,,Sep  4 2013,/sfc/apa/4046610813.html,,     ,http://sfbay.craigslist.org/sfc/apa/
 (castro / upper market),Beautiful Home now Available for Rent! Fully Renovated!,$5825,   / 2br -    ,4046639648,,Sep  4 2013,/sfc/apa/4046639648.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (sunset / parkside),Newly Remodeled One Bedroom One Bath,$1950,   / 1br -    ,4046654700,-122.489722,Sep  4 2013,/sfc/apa/4046654700.html,37.759265,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (castro / upper market),Designer 3 bedroom Home w/ Views ~ J.Wavro,$9800,   / 3br -    ,4046678412,-122.438112,Sep  4 2013,/sfc/apa/4046678412.html,37.759093,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/
 (SOMA / south beach),Great Location With Easy Access to Major Highways 101 and I-280!,$3015,   / 1br -    ,4046674957,-122.397100,Sep  4 2013,/sfc/apa/4046674957.html,37.762100,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (north beach / telegraph hill),Spacious 2/2 at Parc Telegraph - Available Oct. 1st,$4900,   / 2br -    ,4034452498,-122.405174,Sep  4 2013,/sfc/apa/4034452498.html,37.804763,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (hayes valley)," FABULOUS FURNISHED 2 BED 2 BATH CONDO!  DAWN CUSULOS,  AMSI",$4500,   / 2br -    ,4006757776,,Sep  4 2013,/sfc/apa/4006757776.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (north beach / telegraph hill),Large Telegraph Hill One Bedroom *HAS IT ALL*,$3500,   / 1br - 950ft² -    ,4002891617,-122.405883,Sep  4 2013,/sfc/apa/4002891617.html,37.801815,   / 1br - 950ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (pacific heights),"FABULOUS PACIFIC HEIGHTS CONDO! 3 BED/ 2 BATH! DAWN CUSULOS, AMSI",$7900,   / 3br - 2000ft² -    ,4027518376,,Sep  4 2013,/sfc/apa/4027518376.html,,   / 3br - 2000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower pac hts),"October 7th: top floor, pool view 2x2 ",$3797,   / 2br - 950ft² -    ,4045907213,-122.435632,Sep  4 2013,/sfc/apa/4045907213.html,37.784944,   / 2br - 950ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),"2bd/2.5 bath, plus den/office, 1557 sf @ The Towers, call Mike Machado",$5400,   / 2br - 1557ft² -    ,4022835516,-122.389676,Sep  4 2013,/sfc/apa/4022835516.html,37.780220,   / 2br - 1557ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower nob hill),Great location! 30 days satisfaction guarantee,$2280,   / 500ft² -    ,4045872323,,Sep  4 2013,/sfc/apa/4045872323.html,,   / 500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower nob hill),"Large Studio in Ideal Polk Gulch | OPEN HOUSE Thurs, Fri & Sat",$1899,      ,4045899552,-122.421556,Sep  4 2013,/sfc/apa/4045899552.html,37.790388,      ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (nob hill),1140 Pine Street 1BD/1BA Nob Hill apartment,$2195,   / 1br -    ,4046352887,-122.414602,Sep  4 2013,/sfc/apa/4046352887.html,37.790376,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),Furnished B&T loft w/ office+patio *10-12mo lease term options*,$5500,   / 1br -    ,4046330342,,Sep  4 2013,/sfc/apa/4046330342.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (north beach / telegraph hill),NIGHT MANAGER POSITION AVAILABLE-$300 OFF MONTHLY RENT,$2459,      ,4046168515,-122.405240,Sep  4 2013,/sfc/apa/4046168515.html,37.800934,      ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (noe valley),1 Bedroom Noe Valley close to Muni and Freeways!,$2150,   / 1br - 500ft² -    ,4046341475,-122.424690,Sep  4 2013,/sfc/apa/4046341475.html,37.747033,   / 1br - 500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (hayes valley),2 Bed/2.5 Bath Tri Level LOFT with HUGE PRIVATE PATIO---Parking & W/D ,$4500,   / 2br -    ,4046268737,-122.422017,Sep  4 2013,/sfc/apa/4046268737.html,37.773067,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),&&& Must see views!  Grand Residence in the Millennium,$8999,   / 2br - 1714ft² -    ,4028392929,,Sep  4 2013,/sfc/apa/4028392929.html,,   / 2br - 1714ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (sunset / parkside),Studio appartment availalbe 10/1,$1800,   / 400ft² -    ,4046290962,-122.487795,Sep  4 2013,/sfc/apa/4046290962.html,37.762454,   / 400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (pacific heights),"Spacious 1-bedroom 1-bathroom apt in Art Deco with doorman, pk incl",$4600,   / 1br -    ,4039921069,-122.431962,Sep  3 2013,/sfc/apa/4039921069.html,37.794661,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
